congress,rollnumber,date,yea_count,nay_count,bioname,icpsr,cast_code,state_abbrev,party_code,party_name,nominate_dim1,nominate_dim2
85,1,1957-01-03,46,49,"Aiken, George David",52,1,VT,200,Republican,0.062,-0.435
85,1,1957-01-03,46,49,"Allott, Gordon Llewellyn",142,1,CO,200,Republican,0.308,-0.445
85,1,1957-01-03,46,49,"Anderson, Clinton Presba",165,6,NM,100,Democrat,-0.201,0.213
85,1,1957-01-03,46,49,"Barrett, Frank Aloysius",464,1,WY,200,Republican,0.332,-0.046
85,1,1957-01-03,46,49,"Beall, James Glenn",546,1,MD,200,Republican,0.176,-0.55
85,1,1957-01-03,46,49,"Bennett, Wallace Foster",645,1,UT,200,Republican,0.447,-0.334
85,1,1957-01-03,46,49,"Bible, Alan Harvey",688,6,NV,100,Democrat,-0.2,0.528
85,1,1957-01-03,46,49,"Bricker, John William",1024,1,OH,200,Republican,0.528,-0.247
85,1,1957-01-03,46,49,"Bridges, Henry Styles (Styles)",1027,1,NH,200,Republican,0.372,-0.475
85,1,1957-01-03,46,49,"Bush, Prescott Sheldon",1329,1,CT,200,Republican,0.28,-0.945
85,1,1957-01-03,46,49,"Butler, John Marshall",1341,1,MD,200,Republican,0.368,-0.212
85,1,1957-01-03,46,49,"Byrd, Harry Flood",1365,6,VA,100,Democrat,0.188,0.564
85,1,1957-01-03,46,49,"Capehart, Homer Earl",1489,1,IN,200,Republican,0.37,-0.222
85,1,1957-01-03,46,49,"Carlson, Frank",1510,1,KS,200,Republican,0.232,-0.243
85,1,1957-01-03,46,49,"Carroll, John Albert",1540,6,CO,100,Democrat,-0.543,-0.08
85,1,1957-01-03,46,49,"Case, Clifford Philip",1569,1,NJ,200,Republican,-0.108,-0.994
85,1,1957-01-03,46,49,"Case, Francis Higbee",1570,1,SD,200,Republican,0.239,0.032
85,1,1957-01-03,46,49,"Chavez, Dennis",1678,6,NM,100,Democrat,-0.206,0.391
85,1,1957-01-03,46,49,"Church, Frank Forrester",1721,6,ID,100,Democrat,-0.384,0.31
85,1,1957-01-03,46,49,"Clark, Joseph Sill",1776,6,PA,100,Democrat,-0.576,-0.332
85,1,1957-01-03,46,49,"Cooper, John Sherman",2052,1,KY,200,Republican,0.07,-0.408
85,1,1957-01-03,46,49,"Cotton, Norris H.",2087,1,NH,200,Republican,0.395,-0.318
85,1,1957-01-03,46,49,"Curtis, Carl Thomas",2267,1,NE,200,Republican,0.492,-0.004
85,1,1957-01-03,46,49,"Daniel, Marion Price",2326,6,TX,100,Democrat,0.024,0.762
85,1,1957-01-03,46,49,"Dirksen, Everett Mckinley",2609,1,IL,200,Republican,0.317,-0.498
85,1,1957-01-03,46,49,"Douglas, Paul Howard",2691,6,IL,100,Democrat,-0.58,-0.815
85,1,1957-01-03,46,49,"Dworshak, Henry Clarence",2803,1,ID,200,Republican,0.402,0.056
85,1,1957-01-03,46,49,"Eastland, James Oliver",2822,6,MS,100,Democrat,0.024,1
85,1,1957-01-03,46,49,"Ellender, Allen Joseph",2901,6,LA,100,Democrat,-0.089,0.996
85,1,1957-01-03,46,49,"Ervin, Samuel James, Jr.",2987,6,NC,100,Democrat,-0.041,0.999
85,1,1957-01-03,46,49,"Flanders, Ralph Edward",3206,1,VT,200,Republican,0.175,-0.789
85,1,1957-01-03,46,49,"Frear, Joseph Allen, Jr.",3349,6,DE,100,Democrat,0.034,0.477
85,1,1957-01-03,46,49,"Fulbright, James William",3388,6,AR,100,Democrat,-0.38,0.925
85,1,1957-01-03,46,49,"Goldwater, Barry Morris",3658,1,AZ,200,Republican,0.641,-0.289
85,1,1957-01-03,46,49,"Gore, Albert Arnold",3704,6,TN,100,Democrat,-0.328,0.551
85,1,1957-01-03,46,49,"Green, Theodore Francis",3783,6,RI,100,Democrat,-0.342,-0.025
85,1,1957-01-03,46,49,"Hayden, Carl Trumbull",4227,6,AZ,100,Democrat,-0.221,0.334
85,1,1957-01-03,46,49,"Hennings, Thomas Carey, Jr.",4328,6,MO,100,Democrat,-0.356,-0.038
85,1,1957-01-03,46,49,"Hickenlooper, Bourke Blakemore",4382,1,IA,200,Republican,0.372,-0.316
85,1,1957-01-03,46,49,"Hill, Joseph Lister",4418,6,AL,100,Democrat,-0.265,0.851
85,1,1957-01-03,46,49,"Holland, Spessard Lindsey",4520,6,FL,100,Democrat,0.009,0.599
85,1,1957-01-03,46,49,"Hruska, Roman Lee",4660,1,NE,200,Republican,0.446,-0.063
85,1,1957-01-03,46,49,"Humphrey, Hubert Horatio, Jr.",4728,6,MN,100,Democrat,-0.397,-0.093
85,1,1957-01-03,46,49,"Ives, Irving Mcneil",4834,1,NY,200,Republican,0.043,-0.999
85,1,1957-01-03,46,49,"Jackson, Henry Martin (Scoop)",4851,6,WA,100,Democrat,-0.296,0.065
