congress,name,party,state,fiedler,y,connected
81,"Aiken, George David",Republican,VT,0.20554540335714733,-0.7437234924798981,TRUE
81,"Anderson, Clinton Presba",Democrat,NM,0.9426676027372569,0.3089521185730828,TRUE
81,"Brewster, Ralph Owen",Republican,ME,-1,0.25381074260881253,TRUE
81,"Bricker, John William",Republican,OH,-0.9196583022456214,0.9000647952317435,TRUE
81,"Bridges, Henry Styles (Styles)",Republican,NH,-0.93512246285068,0.5349582155770023,TRUE
81,"Butler, Hugh Alfred",Republican,NE,-0.9580589124299765,0.8928614099198116,TRUE
81,"Byrd, Harry Flood",Democrat,VA,-0.25664759493208356,0.8016756251549135,TRUE
81,"Cain, Harry Pulliam",Republican,WA,-0.9331082964591324,0.852260337041804,TRUE
81,"Capehart, Homer Earl",Republican,IN,-0.9528935905284487,0.8676795787694842,TRUE
81,"Chapman, Virgil Munday",Democrat,KY,0.9723577475431366,0.5485870371782697,TRUE
81,"Chavez, Dennis",Democrat,NM,0.9676146252840394,0.44052238028653656,TRUE
81,"Connally, Thomas Terry (Tom)",Democrat,TX,0.9898046818677386,0.535240566116465,TRUE
81,"Cordon, Guy",Republican,OR,-0.8939218994185854,0.8672226042424813,TRUE
81,"Donnell, Forrest C.",Republican,MO,-0.9222345625486232,0.7994943834167596,TRUE
81,"Douglas, Paul Howard",Democrat,IL,0.7139396387676435,-0.1423166714401034,TRUE
81,"Downey, Sheridan",Democrat,CA,0.9176077524891262,0.3964038668896064,TRUE
81,"Eastland, James Oliver",Democrat,MS,0.7751767388852726,0.6531582814926067,TRUE
81,"Ecton, Zales Nelson",Republican,MT,-0.8908237055158701,0.9310866969804807,TRUE
81,"Ellender, Allen Joseph",Democrat,LA,0.9454911170907638,0.5811169553813094,TRUE
81,"Ferguson, Homer Samuel",Republican,MI,-0.9692298713660185,0.054897970322947076,TRUE
81,"Flanders, Ralph Edward",Republican,VT,-0.2894185394000589,-0.9863419713430693,TRUE
81,"Frear, Joseph Allen, Jr.",Democrat,DE,0.7668973895100559,0.4482391538518049,TRUE
81,"Fulbright, James William",Democrat,AR,0.977563059813356,0.5019410025883986,TRUE
81,"George, Walter Franklin",Democrat,GA,0.7781521109921024,0.533285999892936,TRUE
81,"Gillette, Guy Mark",Democrat,IA,0.9828192619206222,0.5174218308308292,TRUE
81,"Green, Theodore Francis",Democrat,RI,0.9413098664791153,0.35920775684863604,TRUE
81,"Gurney, John Chandler (Chan)",Republican,SD,-0.8430989735750307,0.48672372196694935,TRUE
81,"Hayden, Carl Trumbull",Democrat,AZ,1,0.4840612185694597,TRUE
81,"Hendrickson, Robert Clymer",Republican,NJ,-0.8623196372150371,-0.20847457942973935,TRUE
81,"Hickenlooper, Bourke Blakemore",Republican,IA,-0.9690777413933752,0.431597781255759,TRUE
81,"Hill, Joseph Lister",Democrat,AL,0.972266084655456,0.44743980861757016,TRUE
81,"Hoey, Clyde Roark",Democrat,NC,0.8892854124752656,0.5970140776629278,TRUE
81,"Holland, Spessard Lindsey",Democrat,FL,0.9434644864177633,0.5653919987867504,TRUE
81,"Humphrey, Hubert Horatio, Jr.",Democrat,MN,0.9073176147563782,0.3257772685379552,TRUE
81,"Hunt, Lester Callaway",Democrat,WY,0.979341408616645,0.4594615461413394,TRUE
81,"Ives, Irving Mcneil",Republican,NY,-0.21910701663836318,-1,TRUE
81,"Jenner, William Ezra",Republican,IN,-0.8935242819666462,0.9570521600044619,TRUE
81,"Johnson, Edwin Carl",Democrat,CO,0.6773721157650014,0.6305635021324312,TRUE
81,"Johnson, Lyndon Baines",Democrat,TX,0.9849546738353279,0.5024021765922411,TRUE
81,"Johnston, Olin Dewitt Talmadge",Democrat,SC,0.9594563863519998,0.5587174493238816,TRUE
81,"Kefauver, Carey Estes",Democrat,TN,0.9593533220476445,0.4288211935730206,TRUE
81,"Kem, James Preston",Republican,MO,-0.9151819374378755,0.8581114814344379,TRUE
81,"Kerr, Robert Samuel",Democrat,OK,0.9984929879307347,0.5248511601571502,TRUE
81,"Kilgore, Harley Martin",Democrat,WV,0.9413098664791153,0.35920775684863604,TRUE
81,"Knowland, William Fife",Republican,CA,-0.8980432314791815,-0.13104633755311068,TRUE
81,"Lodge, Henry Cabot, Jr.",Republican,MA,-0.28594013465230095,-0.9721067599793708,TRUE
81,"Long, Russell Billiu",Democrat,LA,0.9649529646153427,0.5203916798757722,TRUE
81,"Lucas, Scott Wike",Democrat,IL,0.9561804873193342,0.3746331206079796,TRUE
81,"Magnuson, Warren Grant",Democrat,WA,0.9336982586611784,0.350158490596834,TRUE
81,"Malone, George Wilson",Republican,NV,-0.8922621244229086,0.9524792094952255,TRUE
81,"Martin, Edward",Republican,PA,-0.9427810366299753,0.771178794505387,TRUE
81,"Maybank, Burnet Rhett",Democrat,SC,0.9954011891017005,0.5470140000570034,TRUE
81,"Mccarran, Patrick Anthony (Pat)",Democrat,NV,0.7273868437777666,0.5916983568412437,TRUE
81,"Mccarthy, Joseph Raymond",Republican,WI,-0.9408359792848043,0.7501021714291094,TRUE
81,"Mcclellan, John Little",Democrat,AR,0.5510090370852967,0.7535877935033399,TRUE
81,"Mcfarland, Ernest William",Democrat,AZ,0.9938419868464783,0.4737642148032899,TRUE
81,"Mcmahon, Brien",Democrat,CT,0.8050369653330409,0.007221329499246476,TRUE
81,"Millikin, Eugene Donald",Republican,CO,-0.904966922084752,0.7612558222446557,TRUE
81,"Mundt, Karl Earl",Republican,SD,-0.9362373353025657,0.808923656611481,TRUE
81,"Murray, James Edward",Democrat,MT,0.9250488511703123,0.34241580134552474,TRUE
81,"Myers, Francis John",Democrat,PA,0.9496027089381196,0.36284298175727714,TRUE
81,"Neely, Matthew Mansfield",Democrat,WV,0.9336982586611784,0.350158490596834,TRUE
81,"O'conor, Herbert Romulus",Democrat,MD,0.8559536954513121,0.23599523570166792,TRUE
81,"O'mahoney, Joseph Christopher",Democrat,WY,0.9712248295541095,0.4481763169548343,TRUE
81,"Pepper, Claude Denson",Democrat,FL,0.9413098664791151,0.3592077568486358,TRUE
81,"Robertson, Absalom Willis",Democrat,VA,0.7152871995759289,0.6036223882710601,TRUE
81,"Russell, Richard Brevard, Jr.",Democrat,GA,0.8521433433649694,0.6227286792173548,TRUE
81,"Saltonstall, Leverett",Republican,MA,-0.45495652137343756,-0.7219650387957557,TRUE
81,"Schoeppel, Andrew Frank",Republican,KS,-0.9331082964591373,0.8522603370418045,TRUE
81,"Smith, Howard Alexander",Republican,NJ,-0.29261332590761624,-0.860774990757943,TRUE
81,"Smith, Margaret Chase",Republican,ME,-0.1502045298098622,-0.8691393214802949,TRUE
81,"Sparkman, John Jackson",Democrat,AL,0.972266084655456,0.44743980861756993,TRUE
81,"Stennis, John Cornelius",Democrat,MS,0.9680257740168567,0.5706662275186718,TRUE
81,"Taft, Robert Alphonso",Republican,OH,-0.9540670365952024,0.05869409092797895,TRUE
81,"Taylor, Glen Hearst",Democrat,ID,0.8683540300469919,0.42373818865176727,TRUE
81,"Thomas, Elbert Duncan",Democrat,UT,0.9497636111459555,0.3716269191539454,TRUE
81,"Thomas, John William Elmer",Democrat,OK,0.9814041599751908,0.5404298254544146,TRUE
81,"Thye, Edward John",Republican,MN,-0.5593086224772462,-0.6563180931001513,TRUE
81,"Tobey, Charles William",Republican,NH,-0.3231320609672207,-0.9662375538189211,TRUE
81,"Tydings, Millard Evelyn",Democrat,MD,0.8643911054569218,0.25672897821883156,TRUE
81,"Watkins, Arthur Vivian",Republican,UT,-0.9656615872713025,0.7922716135215548,TRUE
81,"Wherry, Kenneth Spicer",Republican,NE,-0.9580589124299779,0.8928614099198129,TRUE
81,"Wiley, Alexander",Republican,WI,-0.8596876638039255,-0.23451627376050477,TRUE
81,"Williams, John James",Republican,DE,-0.8703409115461131,0.8598609434833906,TRUE
81,"Young, Milton Ruben",Republican,ND,-0.6747977925987911,1,TRUE
81,"Morse, Wayne Lyman",Republican,OR,0.6338790261945919,-0.12537660531761607,TRUE
81,"Langer, William",Republican,ND,0.19678833025226394,0.5674165138532827,TRUE
81,"Mckellar, Kenneth Douglas",Democrat,TN,0.9954011891017007,0.5470140000570034,TRUE
81,"Vandenberg, Arthur Hendrick",Republican,MI,-0.38884111894122797,-0.8829849663285191,TRUE
81,"Dworshak, Henry Clarence",Republican,ID,-0.579603881544475,0.9354646541642031,TRUE
81,"Graham, Frank Porter",Democrat,NC,0.94244912903265,0.4104634906450937,TRUE
81,"Withers, Garrett Lee",Democrat,KY,0.973232568027318,0.5192613101597388,TRUE
81,"Leahy, Edward Laurence",Democrat,RI,0.8520924953315121,0.34694968073668075,TRUE
82,"Aiken, George David",Republican,VT,-0.39781146746858886,-0.272698473958524,TRUE
82,"Anderson, Clinton Presba",Democrat,NM,0.8882395959914571,-0.7895167741769105,TRUE
82,"Bennett, Wallace Foster",Republican,UT,-0.9907941146802054,-0.345956886155383,TRUE
82,"Benton, William",Democrat,CT,0.9081074252200136,-0.8201657968242563,TRUE
82,"Brewster, Ralph Owen",Republican,ME,-0.9441186647545566,-0.17191153550055505,TRUE
82,"Bricker, John William",Republican,OH,-0.9999999999999983,-0.3352874880998773,TRUE
82,"Bridges, Henry Styles (Styles)",Republican,NH,-0.9407559140021317,-0.2089152158986366,TRUE
82,"Butler, Hugh Alfred",Republican,NE,-0.9418338054372584,-0.36730867915730514,TRUE
82,"Butler, John Marshall",Republican,MD,-0.9801385068110475,-0.13175346983452974,TRUE
82,"Carlson, Frank",Republican,KS,-0.9027486946995262,-0.22648865005966579,TRUE
82,"Case, Francis Higbee",Republican,SD,-0.9296076065115952,-0.36950528876777544,TRUE
82,"Chavez, Dennis",Democrat,NM,0.8705427054122077,-0.38926441134486867,TRUE
82,"Clements, Earle C.",Democrat,KY,0.9775095226051653,-0.13102682103560248,TRUE
82,"Connally, Thomas Terry (Tom)",Democrat,TX,0.9633692723558618,0.13870256824227511,TRUE
82,"Cordon, Guy",Republican,OR,-0.8864881151591222,-0.38226326573273905,TRUE
82,"Dirksen, Everett Mckinley",Republican,IL,-0.9646475136261033,-0.33715092466451635,TRUE
82,"Douglas, Paul Howard",Democrat,IL,0.6215945450818374,-0.980616547771479,TRUE
82,"Dworshak, Henry Clarence",Republican,ID,-1,-0.3352874880998775,TRUE
82,"Eastland, James Oliver",Democrat,MS,0.6300753862650501,0.7462175321333877,TRUE
82,"Ecton, Zales Nelson",Republican,MT,-0.7950622757471302,-0.397333214951181,TRUE
82,"Ellender, Allen Joseph",Democrat,LA,0.7898270273289811,0.5314568821801338,TRUE
82,"Ferguson, Homer Samuel",Republican,MI,-0.9774560584201881,-0.24780204301916275,TRUE
82,"Flanders, Ralph Edward",Republican,VT,-0.8348961371234496,-0.20964209392136357,TRUE
82,"Frear, Joseph Allen, Jr.",Democrat,DE,0.011480503825786137,0.7982940923878732,TRUE
82,"Fulbright, James William",Democrat,AR,0.9637388276598702,-0.11846745585832019,TRUE
82,"George, Walter Franklin",Democrat,GA,0.5160750066274158,0.9308647066803193,TRUE
82,"Gillette, Guy Mark",Democrat,IA,0.8067346150318817,-0.19975960090745215,TRUE
82,"Green, Theodore Francis",Democrat,RI,0.985232100480683,-0.5738019582058067,TRUE
82,"Hayden, Carl Trumbull",Democrat,AZ,0.9873760830959404,-0.24841141168867276,TRUE
82,"Hendrickson, Robert Clymer",Republican,NJ,-0.9342880298955857,-0.09577739136669616,TRUE
82,"Hennings, Thomas Carey, Jr.",Democrat,MO,1,-0.4761064847450375,TRUE
82,"Hill, Joseph Lister",Democrat,AL,0.9879775395437842,-0.4188371973627143,TRUE
82,"Hoey, Clyde Roark",Democrat,NC,0.5727090129306072,0.796427859198455,TRUE
82,"Holland, Spessard Lindsey",Democrat,FL,0.7393713789943503,0.6547311325101417,TRUE
82,"Humphrey, Hubert Horatio, Jr.",Democrat,MN,0.9177591472120126,-0.8164098624688172,TRUE
82,"Hunt, Lester Callaway",Democrat,WY,0.95604828498636385,-0.5147850593570216,TRUE
82,"Ives, Irving Mcneil",Republican,NY,-0.3535904514859619,-0.29023445268931247,TRUE
82,"Jenner, William Ezra",Republican,IN,-0.911428204566821,-0.3511684816633115,TRUE
82,"Johnson, Edwin Carl",Democrat,CO,0.36030776669744413,0.7658539464206282,TRUE
82,"Johnson, Lyndon Baines",Democrat,TX,0.9759405604922535,-0.005384324159842024,TRUE
82,"Johnston, Olin Dewitt Talmadge",Democrat,SC,0.7938273628371624,0.47862632247307335,TRUE
82,"Kefauver, Carey Estes",Democrat,TN,0.9652442340707577,-0.6625500705200813,TRUE
82,"Kem, James Preston",Republican,MO,-0.9376588605294838,-0.3356132589148013,TRUE
82,"Kerr, Robert Samuel",Democrat,OK,0.9777209904285531,-0.07154060011823216,TRUE
82,"Kilgore, Harley Martin",Democrat,WV,0.9606700307026419,-0.5192897927205693,TRUE
82,"Knowland, William Fife",Republican,CA,-0.9816504336697726,-0.19165096776561474,TRUE
82,"Langer, William",Republican,ND,-0.15076683723972273,-0.24133077770132683,TRUE
82,"Lehman, Herbert Henry",Democrat,NY,0.9345855554267886,-0.7957772646601278,TRUE
82,"Lodge, Henry Cabot, Jr.",Republican,MA,-0.542380538772811,0.10776136357822463,TRUE
82,"Long, Russell Billiu",Democrat,LA,0.9149765519715451,-0.02946595187363288,TRUE
82,"Magnuson, Warren Grant",Democrat,WA,0.9578998958622063,-0.7148371135163857,TRUE
82,"Martin, Edward",Republican,PA,-0.9847369608106445,-0.3231697184662289,TRUE
82,"Maybank, Burnet Rhett",Democrat,SC,0.7969497366126375,0.5381568149665845,TRUE
82,"Mccarran, Patrick Anthony (Pat)",Democrat,NV,0.26332984350968136,0.768897958767548,TRUE
82,"Mcclellan, John Little",Democrat,AR,0.44693057365962807,0.844594399938517,TRUE
82,"Mcfarland, Ernest William",Democrat,AZ,0.9921245098574252,-0.12063425104173597,TRUE
82,"Mckellar, Kenneth Douglas",Democrat,TN,0.8729921653225439,0.3065060449238157,TRUE
82,"Mcmahon, Brien",Democrat,CT,0.9200708308160583,-0.7910845061637034,TRUE
82,"Millikin, Eugene Donald",Republican,CO,-0.9663360799892912,-0.2818638126197446,TRUE
82,"Monroney, Almer Stillwell Mike",Democrat,OK,0.9944359797632958,-0.42103296500964427,TRUE
82,"Mundt, Karl Earl",Republican,SD,-0.8823994910827908,-0.1627650987157636,TRUE
82,"Murray, James Edward",Democrat,MT,0.9217091388485321,-0.8028431505838733,TRUE
82,"Neely, Matthew Mansfield",Democrat,WV,0.9878087551035402,-0.5816503450133076,TRUE
82,"Nixon, Richard Milhous",Republican,CA,-0.9095995884203762,-0.14935286030541317,TRUE
82,"O'conor, Herbert Romulus",Democrat,MD,-0.3309688890414201,0.49242052279981263,TRUE
82,"O'mahoney, Joseph Christopher",Democrat,WY,0.8861124835091265,-0.7871960494960062,TRUE
82,"Pastore, John Orlando",Democrat,RI,0.9403533289175774,-0.736730426369361,TRUE
82,"Robertson, Absalom Willis",Democrat,VA,-0.16986673009859365,0.7221140346501795,TRUE
82,"Russell, Richard Brevard, Jr.",Democrat,GA,0.9380861293363518,0.0015007750640352313,TRUE
82,"Saltonstall, Leverett",Republican,MA,-0.6606206535058856,-0.0379317755313342,TRUE
82,"Schoeppel, Andrew Frank",Republican,KS,-0.9545470579905423,-0.3605091449462572,TRUE
82,"Smathers, George Armistead",Democrat,FL,0.950134090605977,-0.08380031989702086,TRUE
82,"Smith, Howard Alexander",Republican,NJ,-0.7665432889411183,-0.03764482404900216,TRUE
82,"Smith, Margaret Chase",Republican,ME,-0.8987578872026972,-0.09696851535515583,TRUE
82,"Smith, Willis",Democrat,NC,0.2660681403950931,1,TRUE
82,"Sparkman, John Jackson",Democrat,AL,0.987977539543784,-0.4188371973627143,TRUE
82,"Stennis, John Cornelius",Democrat,MS,0.811867249599854,0.5190009907979747,TRUE
82,"Taft, Robert Alphonso",Republican,OH,-0.9858948063531738,-0.190649467839902,TRUE
82,"Thye, Edward John",Republican,MN,-0.9211693492070064,-0.23405974364501958,TRUE
82,"Tobey, Charles William",Republican,NH,-0.06850901002804732,-0.49066035247591244,TRUE
82,"Watkins, Arthur Vivian",Republican,UT,-0.9553911564332592,-0.29116813240138284,TRUE
82,"Welker, Herman",Republican,ID,-0.9677809484569794,-0.3566065439039171,TRUE
82,"Wiley, Alexander",Republican,WI,-0.947299700498877,-0.17105432218569316,TRUE
82,"Williams, John James",Republican,DE,-0.9488011500426895,-0.32405863922328615,TRUE
82,"Young, Milton Ruben",Republican,ND,-0.7800697440958105,-0.3322675545257714,TRUE
82,"Morse, Wayne Lyman",Republican,OR,0.6047177592449366,-1,TRUE
82,"Capehart, Homer Earl",Republican,IN,-0.9677809484569795,-0.3566065439039171,TRUE
82,"Duff, James Henderson",Republican,PA,-0.46596515026575924,-0.164114223386002,TRUE
82,"Hickenlooper, Bourke Blakemore",Republican,IA,-0.9784612302631416,-0.2513164755020515,TRUE
82,"Malone, George Wilson",Republican,NV,-0.845892471902629,-0.401855799523794,TRUE
82,"Mccarthy, Joseph Raymond",Republican,WI,-0.9747669385156583,-0.27523808514949377,TRUE
82,"Byrd, Harry Flood",Democrat,VA,-0.7783922083898168,0.20424678370197147,TRUE
82,"Cain, Harry Pulliam",Republican,WA,-0.9449340500101128,-0.288346827797768,TRUE
82,"Underwood, Thomas Rust",Democrat,KY,0.9919525018405475,-0.18001209566470389,TRUE
82,"Moody, Arthur Edson Blair",Democrat,MI,0.7731008492761562,-0.9237643547526897,TRUE
83,"Aiken, George David",Republican,VT,0.9244878467509998,-0.4331100875292955,TRUE
83,"Anderson, Clinton Presba",Democrat,NM,-0.8940650757546884,-0.6433381087468919,TRUE
83,"Barrett, Frank Aloysius",Republican,WY,0.9791346753801342,-0.4507096818939774,TRUE
83,"Beall, James Glenn",Republican,MD,0.9867636526656505,-0.41661272743012445,TRUE
83,"Bennett, Wallace Foster",Republican,UT,0.9867636526656463,-0.41661272743012534,TRUE
83,"Bricker, John William",Republican,OH,0.9759938567953026,-0.46164976886720965,TRUE
83,"Bridges, Henry Styles (Styles)",Republican,NH,0.9759938567953022,-0.4616497688672141,TRUE
83,"Bush, Prescott Sheldon",Republican,CT,0.9569011648722163,-0.4074074194617253,TRUE
83,"Butler, John Marshall",Republican,MD,0.9679329802477645,-0.426527159345215,TRUE
83,"Byrd, Harry Flood",Democrat,VA,0.22959882993465075,0.2376187407258008,TRUE
83,"Capehart, Homer Earl",Republican,IN,0.9804886408730318,-0.4685604570437758,TRUE
83,"Carlson, Frank",Republican,KS,0.9769864592577411,-0.4134530926246974,TRUE
83,"Case, Francis Higbee",Republican,SD,1,-0.4723545908142568,TRUE
83,"Chavez, Dennis",Democrat,NM,-0.8844443169184952,-0.7212329930054815,TRUE
83,"Clements, Earle C.",Democrat,KY,-0.9558427757242032,-0.005294203027965905,TRUE
83,"Cooper, John Sherman",Republican,KY,0.7630593190182688,-0.4265640476284185,TRUE
83,"Cordon, Guy",Republican,OR,0.9889543161256167,-0.4528226215395531,TRUE
83,"Daniel, Marion Price",Democrat,TX,-0.40619799183186966,0.9808119923880203,TRUE
83,"Dirksen, Everett Mckinley",Republican,IL,0.9745731339798271,-0.4436610930318964,TRUE
83,"Douglas, Paul Howard",Democrat,IL,-0.8558910498547879,-0.998248499820308,TRUE
83,"Duff, James Henderson",Republican,PA,0.946680858113023,-0.4047436296915259,TRUE
83,"Dworshak, Henry Clarence",Republican,ID,0.9528819871759688,-0.4300519688311909,TRUE
83,"Eastland, James Oliver",Democrat,MS,-0.4978200301425002,0.5557359763681899,TRUE
83,"Ellender, Allen Joseph",Democrat,LA,-0.3809643244078227,0.9400982860191476,TRUE
83,"Ferguson, Homer Samuel",Republican,MI,0.994217159296642,-0.4480047137346107,TRUE
83,"Flanders, Ralph Edward",Republican,VT,0.9669432269858049,-0.41052928995652027,TRUE
83,"Frear, Joseph Allen, Jr.",Democrat,DE,-0.21928781505187267,0.731154305655251,TRUE
83,"Fulbright, James William",Democrat,AR,-0.8533559833139116,-0.9722916312042751,TRUE
83,"George, Walter Franklin",Democrat,GA,-0.5387370139413414,0.7301259198892684,TRUE
83,"Gillette, Guy Mark",Democrat,IA,-0.8775772085651883,-0.6837945883472146,TRUE
83,"Goldwater, Barry Morris",Republican,AZ,0.9563454868606984,-0.4585622171001311,TRUE
83,"Gore, Albert Arnold",Democrat,TN,-0.999644755265796,-0.5236061796139355,TRUE
83,"Green, Theodore Francis",Democrat,RI,-0.8861272842794145,-0.8944815318177902,TRUE
83,"Hayden, Carl Trumbull",Democrat,AZ,-0.9369207683398778,-0.81979020841742,TRUE
83,"Hendrickson, Robert Clymer",Republican,NJ,0.9867636526656487,-0.4166127274301229,TRUE
83,"Hennings, Thomas Carey, Jr.",Democrat,MO,-0.9465914277733819,-0.8625313982734802,TRUE
83,"Hickenlooper, Bourke Blakemore",Republican,IA,0.9844567275412464,-0.44586473243359726,TRUE
83,"Hill, Joseph Lister",Democrat,AL,-0.9340735358966971,-0.7865516901744749,TRUE
83,"Hoey, Clyde Roark",Democrat,NC,-0.2036938618722468,0.6950372371640245,TRUE
83,"Holland, Spessard Lindsey",Democrat,FL,0.503110886925731,0.1394489515690247,TRUE
83,"Humphrey, Hubert Horatio, Jr.",Democrat,MN,-0.948009593479915,-0.9326943278705226,TRUE
83,"Ives, Irving Mcneil",Republican,NY,0.9649431676238946,-0.4413830913742335,TRUE
83,"Jackson, Henry Martin (Scoop)",Democrat,WA,-0.9548366195362743,-0.9762571150513052,TRUE
83,"Jenner, William Ezra",Republican,IN,0.9679329802477643,-0.4265271593452147,TRUE
83,"Johnson, Edwin Carl",Democrat,CO,-0.2944518528284208,0.3309152986877455,TRUE
83,"Johnson, Lyndon Baines",Democrat,TX,-0.7868028609490036,0.44981232146320616,TRUE
83,"Johnston, Olin Dewitt Talmadge",Democrat,SC,-0.7042093240786678,0.3750920779439382,TRUE
83,"Kefauver, Carey Estes",Democrat,TN,-0.9085558565365044,-0.9051958109532479,TRUE
83,"Kennedy, John Fitzgerald",Democrat,MA,-0.43308345680627536,-0.7369629690566619,TRUE
83,"Kerr, Robert Samuel",Democrat,OK,-0.9885293169546773,-0.20109491145156655,TRUE
83,"Kilgore, Harley Martin",Democrat,WV,-0.9111865250074299,-0.9002336769289074,TRUE
83,"Knowland, William Fife",Republican,CA,0.9867636526656487,-0.4166127274301229,TRUE
83,"Kuchel, Thomas Henry",Republican,CA,0.9769335340032514,-0.41414450066067976,TRUE
83,"Langer, William",Republican,ND,-0.4473622048960748,-0.781529905925092,TRUE
83,"Lehman, Herbert Henry",Democrat,NY,-0.9603534477531481,-0.9778619679872964,TRUE
83,"Long, Russell Billiu",Democrat,LA,-0.3215221084939137,0.715787432965105,TRUE
83,"Magnuson, Warren Grant",Democrat,WA,-0.9507353130541534,-0.9302023334321531,TRUE
83,"Malone, George Wilson",Republican,NV,0.8802392582852208,-0.46097129851547447,TRUE
83,"Mansfield, Michael Joseph (Mike)",Democrat,MT,-0.9371792576356395,-0.9542583708834975,TRUE
83,"Martin, Edward",Republican,PA,0.9604139208070301,-0.39466072586104195,TRUE
83,"Maybank, Burnet Rhett",Democrat,SC,-0.501581721803907,1,TRUE
83,"Mccarran, Patrick Anthony (Pat)",Democrat,NV,-0.17331555252417918,0.4110763196344751,TRUE
83,"Mccarthy, Joseph Raymond",Republican,WI,0.8961985828543639,-0.4543748937325931,TRUE
83,"Mcclellan, John Little",Democrat,AR,-0.5322468308179977,0.9558754113840682,TRUE
83,"Millikin, Eugene Donald",Republican,CO,0.994217159296642,-0.4480047137346109,TRUE
83,"Monroney, Almer Stillwell Mike",Democrat,OK,-0.9535264216967888,-0.9342991808065142,TRUE
83,"Morse, Wayne Lyman",Independent,OR,-0.847632858596644,-0.9729061457720247,TRUE
83,"Mundt, Karl Earl",Republican,SD,0.9623045037130009,-0.46888242111171863,TRUE
83,"Murray, James Edward",Democrat,MT,-0.9548366195362743,-0.9762571150513053,TRUE
83,"Neely, Matthew Mansfield",Democrat,WV,-0.9708386493637381,-0.9286834449746261,TRUE
83,"Pastore, John Orlando",Democrat,RI,-0.8560051468215749,-1,TRUE
83,"Payne, Frederick George",Republican,ME,0.9867636526656485,-0.4166127274301229,TRUE
83,"Potter, Charles Edward",Republican,MI,0.9745731339798274,-0.44366109303189627,TRUE
83,"Purtell, William Arthur",Republican,CT,0.9670317388397054,-0.41092977422434773,TRUE
83,"Robertson, Absalom Willis",Democrat,VA,0.24803613994236273,0.45116792532519345,TRUE
83,"Russell, Richard Brevard, Jr.",Democrat,GA,-0.5308370598227701,0.6286989239315586,TRUE
83,"Saltonstall, Leverett",Republican,MA,0.9669432269858049,-0.41052928995652016,TRUE
83,"Schoeppel, Andrew Frank",Republican,KS,0.9804886408730318,-0.4685604570437757,TRUE
83,"Smathers, George Armistead",Democrat,FL,-0.46222919393569517,0.8399673083575994,TRUE
83,"Smith, Howard Alexander",Republican,NJ,0.9669432269858049,-0.41052928995652027,TRUE
83,"Smith, Margaret Chase",Republican,ME,0.9867636526656485,-0.4166127274301229,TRUE
83,"Sparkman, John Jackson",Democrat,AL,-0.9864427441978845,-0.7624099544591363,TRUE
83,"Stennis, John Cornelius",Democrat,MS,-0.4909581325603587,0.9699610439411235,TRUE
83,"Symington, William Stuart (Stuart)",Democrat,MO,-1,-0.6640188356869445,TRUE
83,"Thye, Edward John",Republican,MN,0.9455069749466791,-0.4388041463982285,TRUE
83,"Watkins, Arthur Vivian",Republican,UT,0.9745731339798271,-0.44366109303189627,TRUE
83,"Welker, Herman",Republican,ID,0.9379702026397585,-0.420530222895073,TRUE
83,"Wiley, Alexander",Republican,WI,0.7888391405987565,-0.4304999037532341,TRUE
83,"Williams, John James",Republican,DE,0.9481088702696279,-0.42261706837055923,TRUE
83,"Young, Milton Ruben",Republican,ND,0.4680079463572586,-0.4736627164356244,TRUE
83,"Lennon, Alton Asa",Democrat,NC,-0.25089001506648156,0.5991751169557165,TRUE
83,"Burke, Thomas A.",Democrat,OH,-0.6392331860576121,-0.4834009066555297,TRUE
83,"Upton, Robert William",Republican,NH,0.9645149748251294,-0.44048510131353746,TRUE
84,"Aiken, George David",Republican,VT,-0.808767291978163,0.991824417456163,TRUE
84,"Allott, Gordon Llewellyn",Republican,CO,-0.959840534133809,0.7118272642979859,TRUE
84,"Anderson, Clinton Presba",Democrat,NM,0.9000617151795913,0.6003972260446273,TRUE
84,"Barkley, Alben William",Democrat,KY,0.8530969015385794,0.7145979138972371,TRUE
84,"Barrett, Frank Aloysius",Republican,WY,-0.8424080293418253,-0.07943167771616066,TRUE
84,"Beall, James Glenn",Republican,MD,-0.8842056640035908,0.9160310888067886,TRUE
84,"Bender, George Harrison",Republican,OH,-0.8739150599510039,0.9387433988544609,TRUE
84,"Bennett, Wallace Foster",Republican,UT,-0.9598405341338063,0.7118272642979915,TRUE
84,"Bible, Alan Harvey",Democrat,NV,0.7857369199996516,0.09527942618186169,TRUE
84,"Bricker, John William",Republican,OH,-0.8865228163423752,0.06882052795183147,TRUE
84,"Bridges, Henry Styles (Styles)",Republican,NH,-0.9491664973033918,0.5395954315252887,TRUE
84,"Bush, Prescott Sheldon",Republican,CT,-0.8456696253975196,0.9703083394664664,TRUE
84,"Butler, John Marshall",Republican,MD,-0.9351047723036338,0.7174190499813184,TRUE
84,"Byrd, Harry Flood",Democrat,VA,-0.32279961643984945,-0.5805265757033231,TRUE
84,"Capehart, Homer Earl",Republican,IN,-0.9906786325807978,0.518196923687684,TRUE
84,"Carlson, Frank",Republican,KS,-0.9184251907709163,0.5666519728396773,TRUE
84,"Case, Clifford Philip",Republican,NJ,-0.8269788004942162,0.9823064584173049,TRUE
84,"Case, Francis Higbee",Republican,SD,-0.44097479663834815,-0.18866507600096583,TRUE
