x1,x2,y1,y2,party,name
0.9,1.1,3.9,8.1,Democrat,"Baucus, Max Sieben"
2.9,6.1,8.9,9.1,Republican,"Grams, Rod"
1.9,6.1,1.9,9.1,Republican,"Brownback, Sam Dale"
0.9,1.1,3.9,8.1,Democrat,"Sarbanes, Paul Spyros"
1.9,6.1,1.9,9.1,Republican,"Craig, Larry Edwin"
0.9,1.1,3.9,8.1,Democrat,"Reed, John F. (Jack)"
1.9,6.1,1.9,9.1,Republican,"Santorum, Richard John (Rick)"
5.9,6.1,0.9,9.1,Republican,"Mccain, John Sidney, Iii"
1.9,6.1,1.9,9.1,Republican,"Lugar, Richard Green"
1.9,6.1,1.9,9.1,Republican,"Mcconnell, Addison Mitchell (Mitch)"
1.9,6.1,1.9,9.1,Republican,"Campbell, Ben Nighthorse"
1.9,6.1,1.9,9.1,Republican,"Bond, Christopher Samuel (Kit)"
0.9,1.1,3.9,8.1,Democrat,"Cleland, Joseph Maxwell (Max)"
0.9,1.1,3.9,8.1,Democrat,"Dodd, Christopher John"
0.9,1.1,3.9,8.1,Democrat,"Inouye, Daniel Ken"
0.9,1.1,3.9,8.1,Democrat,"Murray, Patty"
1.9,6.1,1.9,9.1,Republican,"Hutchison, Kathryn Ann Bailey (Kay)"
1.9,4.1,6.9,7.1,Republican,"Specter, Arlen"
0.9,1.1,3.9,8.1,Democrat,"Harkin, Thomas Richard (Tom)"
1.9,6.1,1.9,9.1,Republican,"Sessions, Jefferson Beauregard Iii (Jeff)"
0.9,1.1,3.9,8.1,Democrat,"Landrieu, Mary L."
1.9,3.1,5.9,9.1,Republican,"Jeffords, James Merrill"
0.9,1.1,3.9,8.1,Democrat,"Wyden, Ronald Lee"
1.9,6.1,1.9,9.1,Republican,"Gorton, Thomas Slade, Iii (Slade)"
1.9,6.1,1.9,9.1,Republican,"Fitzgerald, Peter G."
1.9,6.1,1.9,9.1,Republican,"Grassley, Charles Ernest"
1.9,6.1,1.9,9.1,Republican,"Shelby, Richard C."
0.9,1.1,3.9,8.1,Democrat,"Boxer, Barbara"
3.9,6.1,-0.1,9.1,Republican,"Inhofe, James Mountain"
1.9,6.1,1.9,9.1,Republican,"Hagel, Charles Timothy (Chuck)"
1.9,6.1,1.9,9.1,Republican,"Abraham, Spencer"
1.9,6.1,1.9,9.1,Republican,"Collins, Susan Margaret"
0.9,1.1,3.9,8.1,Democrat,"Schumer, Charles Ellis (Chuck)"
0.9,1.1,3.9,8.1,Democrat,"Dorgan, Byron Leslie"
0.9,1.1,3.9,8.1,Democrat,"Wellstone, Paul David"
0.9,1.1,3.9,8.1,Democrat,"Graham, Daniel Robert (Bob)"
1.9,6.1,1.9,9.1,Republican,"Roth, William Victor, Jr."
3.9,6.1,-0.1,9.1,Republican,"Helms, Jesse"
4.9,6.1,2.9,9.1,Republican,"Enzi, Michael B."
1.9,6.1,1.9,9.1,Republican,"Hatch, Orrin Grant"
0.9,1.1,3.9,8.1,Democrat,"Byrd, Robert Carlyle"
2.9,6.1,8.9,9.1,Republican,"Thomas, Craig Lyle"
0.9,1.1,3.9,8.1,Democrat,"Johnson, Timothy Peter (Tim)"
3.9,6.1,-0.1,9.1,Republican,"Bunning, James Paul David"
0.9,1.1,3.9,8.1,Democrat,"Durbin, Richard Joseph"
3.9,6.1,-0.1,9.1,Republican,"Kyl, Jon Llewellyn"
1.9,6.1,1.9,9.1,Republican,"Domenici, Pete Vichi"
1.9,6.1,1.9,9.1,Republican,"Warner, John William"
0.9,1.1,3.9,8.1,Democrat,"Conrad, Kent"
1.9,6.1,1.9,9.1,Republican,"Roberts, Charles Patrick (Pat)"
1.9,6.1,1.9,9.1,Republican,"Burns, Conrad"
0.9,1.1,3.9,8.1,Democrat,"Lautenberg, Frank Raleigh"
1.9,6.1,1.9,9.1,Republican,"Bennett, Robert"
0.9,1.1,7.9,8.1,Democrat,"Feingold, Russell Dana"
0.9,1.1,3.9,8.1,Democrat,"Lincoln, Blanche Lambert"
1.9,6.1,1.9,9.1,Republican,"Ashcroft, John David"
1.9,6.1,1.9,9.1,Republican,"Murkowski, Frank Hughes"
0.9,1.1,3.9,8.1,Democrat,"Moynihan, Daniel Patrick"
0.9,1.1,3.9,8.1,Democrat,"Daschle, Thomas Andrew"
